,loading_comp1_estimate,loading_comp1_68%_low,loading_comp1_68%_upper,loading_comp1_95%_low,loading_comp1_95%_upper,loading_comp1_99%_low,loading_comp1_99%_upper,loading_comp1_99.7%_low,loading_comp1_99.7%_upper,loading_comp1_consistency
stren_R-CACG,0.3125018736020245,0.24923122005546638,0.32411982070010004,0.1833608711209291,0.35699074034323425,0.09696683806626828,0.3753497181678062,0.007110349079925851,0.3862798827403373,0.8036
stren_R-CMFG,0.04374585807836552,-0.0012675385636956133,0.0852362829488839,-0.03845763743354693,0.1390984139440382,-0.06344761466320009,0.17022750607264894,-0.08008504970901136,0.19289032165351427,0.4226
stren_R-CU,-0.07820695336514391,-0.12269877353146175,-0.012311940645725139,-0.16730519690942944,0.0644356101502571,-0.1940825707737832,0.1398400589620625,-0.2086986991963527,0.18226588881116218,0.3884
stren_R-EC,0.2101725573780453,0.13100325888787442,0.2550582445770759,0.0005270823491061575,0.2949719218509232,-0.16291096640677324,0.3170964664597743,-0.23574649423621882,0.32780413492602944,0.0258
stren_R-FG,0.43730235829944564,0.3218097050456205,0.4821118702911996,0.14082643970862466,0.5271102132806563,-0.08617243013103686,0.5541797843491081,-0.25356233596150946,0.5681659002568774,0.9738
stren_R-IPG,-0.019697474449827508,-0.06469515758114507,0.02764208073266391,-0.11700135940254944,0.0857651715193193,-0.15385903590231298,0.11689441289847674,-0.18618647288896123,0.14822159627585554,0.4748
stren_R-ITG,-0.09393814127275449,-0.1290240706874396,-0.03809022541968884,-0.1764214226214544,0.01250983909401152,-0.20917665063377044,0.044073961556672384,-0.2311686837300085,0.06811928805815873,0.467
stren_R-ICG,0.31562840538051395,0.23443637347162147,0.34683314466655496,0.18553306577776285,0.4016546164147548,0.14058936370368225,0.43742070166365915,0.12210106337485241,0.4587068112839743,1.0
stren_R-LOG,0.17282919194652413,0.09677640740336577,0.22234839913138515,0.014793855468375498,0.27803378385818917,-0.06637806371195679,0.3095622269281158,-0.11068049964425938,0.32764722935316537,0.372
stren_R-LOFG,0.3949560958918089,0.29904490821781654,0.42516681359234965,0.15557399896272034,0.46249651891261395,-0.03898795354222334,0.48257136914682164,-0.16972076371095204,0.4992798107350331,0.9876
stren_R-LG,0.2951732389566495,0.21482815363577612,0.3277340725959056,0.1354432538221669,0.3747200941765617,0.05358584186072452,0.4035820684188716,0.0038926468151243322,0.4165478391616548,0.989
stren_R-MOFG,0.17733477458586283,0.09407897212327437,0.22949612661698265,-0.04359921252665454,0.272345322759995,-0.21998383331897603,0.2989251500332349,-0.3159494959529534,0.314273758815566,0.054
stren_R-MTG,-0.372830692940352,-0.3901725082602212,-0.2919355008935892,-0.42225881614973576,-0.18889871717927487,-0.43729856079272267,-0.06040158285284543,-0.4502243521298726,0.029852947766620876,0.9226
stren_R-PHIG,0.33719084217328416,0.26435340416827063,0.36068354595056956,0.15713503993641698,0.39265602099736635,-0.00026961017479324904,0.40565969829679843,-0.1024142507919392,0.4173910267034589,0.973
stren_R-PaCG,0.33265753288100947,0.26490990345806636,0.3457704393574929,0.2025704822192618,0.37872395770703254,0.10975007691332639,0.39690236226152287,0.06250317068897086,0.404565318309903,0.7828
stren_R-POP,-0.08567366543072126,-0.11840284556758328,-0.03286424366372379,-0.14876832837926474,0.02437750859241443,-0.16923966380562777,0.07343327071711453,-0.1770614222396514,0.1052791931828025,0.271
stren_R-POR,-0.33477234767784014,-0.35770628582867875,-0.2502638230955792,-0.38668624566455057,-0.1288853082643762,-0.4059668501018581,0.016652689619859332,-0.414984686315416,0.07114419993548886,0.4362
stren_R-PTR,-0.1650801271765378,-0.19463797978669412,-0.10219096597957891,-0.2236852153680697,-0.01754995405036872,-0.24274905635493693,0.06353518071901028,-0.2513240240274936,0.11267065270743137,0.2366
stren_R-PCAL,0.17502465036514034,0.10485373708874118,0.2206997623071258,0.03977390574800562,0.27943779135010394,-0.010207998069690359,0.3120415611198674,-0.03964731208469502,0.34008489598346575,0.7872
stren_R-PoCG,-0.29853994450993565,-0.35088163083910673,-0.1850290479043133,-0.39429493656794234,-0.013518251727149459,-0.4151110869738466,0.16709831441531361,-0.436113237013318,0.24229497791967755,0.2196
stren_R-PCG,0.39539769691736887,0.3186343782671316,0.4062298460982797,0.2708907941883108,0.44555608596722013,0.2339956352937792,0.474042003501259,0.18894608566828902,0.48940027338924086,0.9996
stren_R-PrCG,-0.10252915668758746,-0.2022370976403494,0.027536136690938653,-0.2733242834521984,0.21123117895365873,-0.31380881899812896,0.38708134539988753,-0.34465480328904086,0.4497403157767047,0.8092
stren_R-PCU,0.34280303873440093,0.26632909086190787,0.36133883118878446,0.18824205757301452,0.3997161717081472,0.09964032475810854,0.4266354606537553,0.013542283086851565,0.44683824273571066,0.995
stren_R-RACG,0.4358734625868043,0.34623896863311365,0.4557520194258148,0.21082376559159777,0.48834511398432334,-0.008392384562532815,0.509335190989895,-0.09540723893186724,0.5192416924303076,0.9744
stren_R-RMFG,0.22495526474247848,0.14004350102625526,0.27130191169925505,0.021838104623226724,0.31812130722224846,-0.1487588098066401,0.3493716075828099,-0.19971227041716763,0.3652897752191537,0.0044
stren_R-SFG,-0.1806356607586711,-0.2580037198369927,-0.07230522731084052,-0.3244940573325886,0.06314206426181482,-0.3592726330701223,0.18364782418881873,-0.38660500137760745,0.28032508950080004,0.8544
stren_R-SPG,0.24519619358071001,0.16219637880756266,0.2875636020190474,0.09246600824863423,0.35131904130263586,0.03134957294177709,0.39088135086677045,-0.009271710048092484,0.4062104331598086,0.9856
stren_R-STG,-0.4461482874591404,-0.4674958847097086,-0.3511058768135044,-0.500500265308042,-0.20507992949136805,-0.517152930512156,-0.0031864880656020523,-0.5277911687371024,0.10453789904576578,0.1674
stren_R-SMG,-0.10448533342587744,-0.13902329782179632,-0.047478430042209946,-0.17534518181287012,0.025008351852814255,-0.1962930790818305,0.11075607411917136,-0.21027450244219498,0.17031598016407726,0.0872
stren_R-FP,-0.189780156349186,-0.20509687970066282,-0.14457521621539443,-0.22757953600845654,-0.08272292504975416,-0.24267220001096132,0.010314960076756927,-0.2484824812236835,0.055658867090114555,0.2036
stren_R-TP,-0.06423120487392889,-0.09467769527969148,-0.024935977914654794,-0.13926334336190085,0.006185364825930899,-0.1793367283326208,0.02468516148211241,-0.20705324335403022,0.03711991279576691,0.844
stren_R-TTG,-0.12957695827768476,-0.16400622887084965,-0.07139896764603146,-0.19650433052531852,0.002905929422525649,-0.212704440063979,0.08688913271355445,-0.22519279814348134,0.12839946812485634,0.2876
stren_R-IN,0.5281152552478169,0.4406238051240705,0.5321531726799298,0.32020669036860605,0.5580338755443129,0.14860121452065717,0.5752415204314136,0.02808647556329049,0.5808817838767811,0.9992
stren_R-CER,0.17150793192169572,0.08209768845592026,0.23803007338699297,0.014429274430631344,0.3096645441622826,-0.029838351349742578,0.34957548708827985,-0.06954499387893424,0.37204172001031965,0.7974
E_glob,0.2080351077114388,0.08099977954933422,0.30309695832109085,-0.024653252777893406,0.4414126396952168,-0.09861634535365277,0.5434806183786811,-0.1813434523924725,0.5952246472787981,0.98
optimal modularity,0.09198033893368139,-0.05536959308177455,0.21965545647212723,-0.2312381538456776,0.30995620763002013,-0.3138697449523181,0.36821200241016505,-0.379772403947452,0.4049831894388908,0.5196
BC_L-BSTS,0.023205257751706055,-0.004091761051941832,0.046466335456736944,-0.02738624925223177,0.07439981263971895,-0.0439180722494986,0.09353866069069189,-0.055434474359958144,0.11825745306094118,0.4228
BC_L-CACG,0.03667026151965208,0.007621875594036255,0.06322376596166254,-0.02772836277201532,0.08938995515384636,-0.055059813394527604,0.10995193932638675,-0.07633044334083725,0.13124939269760033,0.762
BC_L-CMFG,0.18106517944854453,0.10833235111819253,0.22026740035322337,0.0008967452607473054,0.25609141594664103,-0.11108952107700137,0.27413671743743573,-0.18309091480361706,0.28740452112855197,0.2268
BC_L-CU,-0.00879996897896011,-0.03705980174831103,0.024587774158597732,-0.06136862854881753,0.06665137171231925,-0.07812327551633923,0.09540122032450607,-0.09125419658575595,0.12100612178952849,0.0762
BC_L-EC,0.010265673934564859,-0.02097833911116576,0.04092742405574439,-0.06585791162785973,0.0667250014293568,-0.10130243612633309,0.08144777159757215,-0.12617523761091146,0.09026422650275712,0.1806
BC_L-FG,0.2585064836379728,0.17120705498178693,0.3004815910613537,0.042109546032472356,0.3393854809302239,-0.10968801681852015,0.35902751005797473,-0.19829366605680077,0.3698244093218319,0.9952
BC_L-IPG,-0.21418613236198034,-0.23122129006480832,-0.162383698383707,-0.26243173346696713,-0.12247092352042065,-0.28341858186692515,-0.08921279607965284,-0.2984001222036776,-0.046198546268754755,0.8842
BC_L-ITG,0.08244017462067199,0.034456470942160866,0.11565488545433206,-0.04749706797553512,0.146937313126193,-0.12757793070116766,0.16259396114439983,-0.18375600071366283,0.17315147172340636,0.9784
BC_L-ICG,0.1269577516615012,0.07324423597418273,0.15627395999488725,0.015901786562189116,0.19181235255969126,-0.03409245447182045,0.21421907188712214,-0.08040256576177394,0.23150702479195143,0.3058
BC_L-LOG,-0.043005095541379434,-0.07775467110282447,-0.0017545077851552331,-0.1209088406872583,0.03120725896241752,-0.14790551717521155,0.05338247959306614,-0.16729275854785058,0.06370048567794966,0.2534
BC_L-LOFG,0.2936992113674848,0.22590030271764758,0.31155565616045394,0.13382834521204365,0.337852948061124,0.030570871239403524,0.35242359431794795,-0.054283499166611335,0.36332208855797815,0.86
BC_L-LG,0.02153122939904817,-0.025038537076636985,0.05421208930247933,-0.10637831060727436,0.08437503694215172,-0.18145997646030124,0.10597508713573847,-0.24495784312053093,0.1315569491319924,0.4192
BC_L-MOFG,0.001509530972772049,-0.044462212491250895,0.039551001729310364,-0.11087772849287861,0.07199489581802024,-0.15612757184561193,0.09211631084765855,-0.18149508020200442,0.10156680334282486,0.0044
BC_L-MTG,-0.16203595394618486,-0.17493393420190212,-0.11784189218266103,-0.2025835565556241,-0.08340103076922191,-0.22239189930032605,-0.037874756672644644,-0.23667629048045022,-0.00461241732665719,0.4456
BC_L-PHIG,0.0016440790625616621,-0.015887541745961724,0.017830147320973343,-0.03185305722347848,0.03589084477160333,-0.04291014432647962,0.05283530500773302,-0.04968421228522077,0.06704293314626959,0.5464
BC_L-PaCG,0.13303520948535252,0.09633389320025598,0.14748768165926546,0.04897772293965091,0.16779408845359584,-0.0095827756337494,0.17993972857914214,-0.042282338409565745,0.18601071450815262,0.0754
BC_L-POP,0.0075876139956703725,-0.013664372772558667,0.023544414250504096,-0.04001778101199595,0.04099977478556339,-0.0602674898469808,0.05377808297683915,-0.07807188929780212,0.06570833384235572,0.751
BC_L-POR,-0.034978774234926624,-0.047137836503044296,-0.01854404598248962,-0.06291346633331589,0.002787595654590006,-0.07884493578119656,0.019227180206383827,-0.09220131093164873,0.03584969761660312,0.401
BC_L-PTR,0.03695812716845698,0.011462472789825604,0.05645333121628676,-0.015757890470934434,0.07651912148118477,-0.032357444408892995,0.09067812082982503,-0.04472077686755728,0.09835180756230498,0.1362
BC_L-PCAL,0.18639669041679274,0.12702458456890173,0.2099340520459843,0.06241221531426819,0.2416287201674329,0.0024941512279704563,0.2640086784506201,-0.053361897484498225,0.2806340127794695,0.7028
BC_L-PoCG,-0.4092514436370467,-0.413280978252846,-0.335678693806004,-0.4384908396941171,-0.23427431890486208,-0.4537127971654598,-0.08222449467740714,-0.4594443421811972,0.022677775854888414,0.711
BC_L-PCG,0.1451255179889901,0.09791573449903061,0.16247197842412206,0.04542389120689195,0.18526915099668478,-0.010409190378927484,0.19829403692592842,-0.049970011264550154,0.21133760416070654,0.3096
BC_L-PrCG,-0.3775662826273979,-0.39814888003815946,-0.29344960039474816,-0.42895103941749657,-0.1704595405648759,-0.4470618029792478,-0.029365697151871924,-0.45305655519253524,0.057168708699871396,0.9308
BC_L-PCU,0.27377751252607563,0.1852597534850522,0.3114435576022611,0.07833262892037064,0.35116542106065,-0.014701642916568666,0.37676300740098506,-0.09796472468548781,0.3883526365116119,0.807
BC_L-RACG,0.2139080707432674,0.16793792566045448,0.2260441803662733,0.11116041764434478,0.24941855328657744,0.053241541629620644,0.26722484270384383,-0.0027748658659417667,0.2764075148597892,0.4914
BC_L-RMFG,0.22069332378208215,0.13863186275888537,0.2642457574257057,0.0223193963147547,0.3061568748333723,-0.11530530371221934,0.3299261404290113,-0.20260847559016076,0.34536081163632587,0.4924
BC_L-SFG,-0.3568665724197959,-0.3923668493835961,-0.26598747995719,-0.436171429618822,-0.14245172496399375,-0.4597271387760821,0.018978680046536245,-0.48170487455634814,0.0855973917482328,0.9944
BC_L-SPG,0.119887144549566,0.06350696589626645,0.15812258031997153,0.014065704078087802,0.20681700442464726,-0.020069996064984923,0.2381587135422004,-0.04928221686754546,0.2575900499783762,0.6154
BC_L-STG,-0.025614930489813226,-0.06240405168977517,0.01219935414002459,-0.10610642661248519,0.04691251917620373,-0.13911816983679473,0.07007015717956058,-0.1728285974610902,0.0898661966418829,0.0816
BC_L-SMG,-0.31515706625110623,-0.3311258676716098,-0.2447091335572349,-0.36891512057756576,-0.1806646848008467,-0.3935701495067029,-0.08849613162224809,-0.40303487812995886,-0.013023253432373722,0.9756
BC_L-FP,,,,,,,,,,0.0
BC_L-TP,-0.06677814167858653,-0.08472294046404234,-0.04266854254101761,-0.11466913817384951,-0.02226276364064769,-0.13957866246650752,-0.0044392862544453985,-0.17367675488000392,0.02035036579964665,0.621
BC_L-TTG,,,,,,,,,,0.0
BC_L-IN,0.3256831280516661,0.25494531106132373,0.3418924523770515,0.16237540368753087,0.37246824838781495,0.05284021749321765,0.39207851611254513,-0.04253150624331762,0.4045931817055063,0.9366
BC_L-CER,0.1861371128911742,0.13080714678955535,0.21307402649762977,0.07072892760914229,0.24850130962728184,0.027503922354917474,0.27254338752345464,-0.010994209457738543,0.2880584515105348,0.8908
BC_L-TH,0.027977467302856808,-0.022755860739995273,0.07638697098893239,-0.06583395086958603,0.1430389052909141,-0.09329156344641115,0.19813264816162118,-0.10966531373808111,0.22090670270223117,0.739
BC_L-CA,0.2866071121328694,0.2263674996997083,0.31143095183284975,0.17386635621266983,0.35349924926891124,0.12206077538160902,0.38463230309820895,0.08073139448430838,0.3979400516411957,0.9918
BC_L-PU,0.3979895697168665,0.3103121369078921,0.41772717264547304,0.18755068662723484,0.44754593910081125,0.02074051270402713,0.467494127974432,-0.07385101787944243,0.48067165290042113,0.9436
BC_L-PA,0.06568257678715182,0.027833433745408434,0.09181676795821361,-0.008839693527748447,0.11813681584596043,-0.04061110679550693,0.13726907675686545,-0.05670374711862372,0.1442402731109927,0.129
BC_L-HI,0.20209026447675504,0.14191117614473664,0.22819838718245025,0.06658230228331215,0.2601309085620219,-0.04445234936494355,0.2796935374798406,-0.09175328759009779,0.2884876215084389,0.4966
BC_L-AM,0.1915097263085871,0.14295412819117628,0.20551650985620784,0.08587382582607936,0.22903126497964188,0.019686566227642126,0.24339747703888298,-0.036052594643478916,0.25645370818364,0.82
BC_L-AC,,,,,,,,,,0.0
BC_R-TH,0.08565118110649708,0.03005028746590329,0.13392478717275935,-0.014319890177284144,0.19545624152415778,-0.04525971869390705,0.23335157712396556,-0.05996151511528357,0.2597790794838977,0.811
BC_R-CA,0.3095727752276464,0.242631718968461,0.3327663021263838,0.17973579151781724,0.3723683417263969,0.12348955021067698,0.39354585240307954,0.05655324903373363,0.4100800084010469,0.626
BC_R-PU,0.38322670515473445,0.30024633873040596,0.39733897544315666,0.18097044285654,0.42651580329348737,0.022123021310858883,0.4442172619317668,-0.07585978505551141,0.453513101529114,0.9456
BC_R-PA,0.050124450159236014,0.016152078090922083,0.076479133302809,-0.016651876037767337,0.10357321958310793,-0.04426372605438708,0.12424859079260558,-0.06666954743701335,0.1344007299261687,0.6254
BC_R-HI,0.3140238864728354,0.24960008348913296,0.3335794914192764,0.16477767579545421,0.3651431829875161,0.04916795356488535,0.38378065327046323,-0.03526331891378944,0.3967526256537733,0.9466
BC_R-AM,0.2319350175609152,0.17669471690724003,0.2444755154171925,0.10645598046672572,0.26799694754639497,0.017658962430169286,0.28192715262775797,-0.03682232380417884,0.2866905612910298,0.8938
BC_R-AC,,,,,,,,,,0.0
BC_R-BSTS,0.04817721369601226,0.0204528121584202,0.06654003290963352,-0.009586365622032774,0.08706865972120198,-0.03390150393334213,0.09973773815037347,-0.052063820512448504,0.10676033551684286,0.5036
BC_R-CACG,0.0742848509453679,0.03663355999656082,0.10197370543376615,-0.002478221179396757,0.13402467646455815,-0.028874792474011597,0.15511786752201362,-0.05203417673671836,0.16447523204001507,0.9654
BC_R-CMFG,0.1507452279060995,0.08071600287610893,0.19070024301571653,-0.017883590448461727,0.22418637207420927,-0.12509027156518288,0.24853312544609638,-0.18184645502640148,0.26201988571185275,0.0688
BC_R-CU,-0.05262884665807438,-0.06619902803287483,-0.024227752280857367,-0.08482213387608485,0.0036755295783835362,-0.09451063145667025,0.022548825252176843,-0.10196074000855201,0.040722377657865974,0.7068
BC_R-EC,-0.03540655559538295,-0.051165704863141245,-0.01133082509864427,-0.07229205783499688,0.010230721406961721,-0.08616056544087969,0.0235207508514558,-0.09626692703777812,0.033019340045280274,0.306
BC_R-FG,0.29950684241655334,0.19875599823733056,0.34143213872010014,0.049708311611053296,0.37990715644887874,-0.12460444737075209,0.3977610219993552,-0.2094459935191,0.4159289581731243,0.5774
BC_R-IPG,-0.2874675744943232,-0.2973751755234167,-0.22825410958667924,-0.33142791971263696,-0.18800192668846052,-0.3534886725396406,-0.14546549356038113,-0.37376500809432434,-0.09119714880338615,0.9956
BC_R-ITG,0.06487411213548036,0.025151889523987232,0.09440179053574294,-0.03219473592055895,0.1216143810374685,-0.08566839750501855,0.13749363658027258,-0.11956771471982577,0.14742721715267376,0.4672
BC_R-ICG,0.12297190910972876,0.07154917393375204,0.15076184399335057,0.016229741869459344,0.18738501321996642,-0.03089592223088606,0.20710817660021466,-0.07187649580749157,0.22803231508439098,0.3914
BC_R-LOG,-0.052899452504145274,-0.08766513475492914,-0.017193710132614372,-0.1324353421348052,0.014156628305483284,-0.16430885299906328,0.0310513026448899,-0.1794741757560426,0.042396452333769465,0.9778
BC_R-LOFG,0.1961461393997118,0.13389516269984003,0.22744332198812917,0.046883861264606565,0.2590184245867694,-0.03868222885454585,0.27940677250438356,-0.09464208187883032,0.2902576897378996,0.7818
BC_R-LG,0.07212263368221351,0.030972960602141233,0.09762365216207655,-0.003775825953902233,0.129034253207526,-0.02922873498312731,0.1497361645775554,-0.04073452735844803,0.16411645837937677,0.6766
BC_R-MOFG,0.07938023471221128,0.026385579423144557,0.11613811149097465,-0.06010418276759324,0.14606345917238875,-0.15917031254626993,0.1660166616898884,-0.22914823088095762,0.1782077947979494,0.7342
BC_R-MTG,-0.23916808026992875,-0.24694052516408482,-0.1916197589862257,-0.26642837353239696,-0.1321095560327252,-0.2770642940321917,-0.047519041198370526,-0.28762413198402353,0.007257201403814604,0.6492
BC_R-PHIG,-0.05815590860903799,-0.0777001709238039,-0.026757794578252538,-0.0969118174774328,0.00982759854841759,-0.10793395449644713,0.049385104455345205,-0.11520989617138756,0.08391281082560004,0.028
BC_R-PaCG,0.16387394695472518,0.11483751827304117,0.18162489593011108,0.05568548642306207,0.20457070698894947,-0.028354859594152404,0.2209505646017406,-0.07323063976778788,0.23167953898829582,0.7676
BC_R-POP,0.008451869781679954,-0.010326067853727102,0.029755058778453337,-0.03439694057125336,0.04994089322560152,-0.05431449263732355,0.0630990232552049,-0.06617415580966172,0.07248849512021427,0.3742
BC_R-POR,-0.03751223265619652,-0.053189886704834634,-0.017653525027318307,-0.06948851213068476,0.00010761583463712574,-0.08107525401628377,0.013848403034130125,-0.08876367307137163,0.024630292022880456,0.6294
BC_R-PTR,0.03077556571903663,0.006708152966346265,0.051107597304914494,-0.01672485672579961,0.07337034312950476,-0.02983182918688486,0.08661909054937199,-0.04138291133293991,0.09493354928325311,0.1702
BC_R-PCAL,0.14091025037634833,0.08667723214623398,0.17091858013713193,0.024127530216493588,0.20236216934726714,-0.04237123850069501,0.2232197731225222,-0.0741760640632997,0.2345856290250128,0.1146
BC_R-PoCG,-0.40840385145378166,-0.41507601760641905,-0.32907773874712587,-0.44494583001656013,-0.2186889250883309,-0.46191074455519326,-0.04773239986733397,-0.46883628242158915,0.04094978849527673,0.6232
BC_R-PCG,0.1363006794506052,0.09713459970568357,0.1563777839893262,0.06185631060190312,0.1893324461253491,0.02530615752469727,0.2149069502462414,-0.0016490345319514982,0.24150062921025942,0.1726
BC_R-PrCG,-0.35517008336889977,-0.38123966371908913,-0.2678383807549878,-0.41342568663122514,-0.13818811378641538,-0.42855279556946446,0.020508977310433323,-0.4387593867519218,0.10688064917108514,0.4266
BC_R-PCU,0.2851227918374407,0.19724246724950364,0.3249860249818403,0.07904800573511664,0.3642428933971706,-0.0095193165045902,0.38916896982262744,-0.10765488983916124,0.40255063604749713,0.858
BC_R-RACG,0.18813259490553763,0.1458659562786866,0.20286231579871014,0.09986457222399378,0.22807854652828402,0.04151046446437416,0.24658734253352485,-0.0007947930230555694,0.25769098265690665,0.907
BC_R-RMFG,0.19065021134037868,0.10743693218550149,0.24007291891976965,-0.01557553208441281,0.28422380877481046,-0.14737113577602365,0.31089713057589013,-0.21910430348631302,0.3296825488124387,0.8536
BC_R-SFG,-0.35768424234288665,-0.39413645144775633,-0.26479112559182993,-0.43893663207077255,-0.13884096415069916,-0.4638858685646253,0.0298021497253126,-0.4852663064355778,0.08717321923429058,0.9908
BC_R-SPG,0.11310343961363209,0.052969452207595545,0.1512474216878431,0.005585287618769527,0.20789764746708747,-0.03364151199808467,0.24134869297839273,-0.05815695426252095,0.25489259011159643,0.7304
BC_R-STG,-0.16339787328376093,-0.17781545898787904,-0.11903870788057144,-0.20141766097739447,-0.07459049791188596,-0.2170763867209842,-0.008981495143879574,-0.2275048507891238,0.03546099956337694,0.2916
BC_R-SMG,-0.33070865856116377,-0.34829296332299775,-0.2553504460865224,-0.38606578574050443,-0.17955122269402576,-0.412437904233781,-0.06908973841837039,-0.43244427313350875,0.021473845095732306,0.943
BC_R-FP,,,,,,,,,,0.0
BC_R-TP,-0.1108079196099612,-0.12201947605942548,-0.08168272706346057,-0.1395874930172872,-0.050444455668133166,-0.15037835157609689,-0.011411080825393998,-0.1565007730394294,0.020255129705835696,0.4496
BC_R-TTG,0.026394264800937355,0.004259286312385199,0.036141391053532555,-0.01816994431278821,0.050380643091855914,-0.031038546112845955,0.059768621737866685,-0.03807886772245123,0.06672706573055097,0.463
BC_R-IN,0.24100527074721725,0.17615185656905236,0.2639875820501025,0.08902894588368238,0.29360422438257144,-0.016739704581553654,0.31212742539221705,-0.06707699197963067,0.3240529178187892,0.811
BC_R-CER,0.15835906684475268,0.10758352685135626,0.18268078186841183,0.05394141860566521,0.21756180002582257,0.0037935959283641463,0.2420529203867318,-0.031216621940332406,0.2522077136273656,0.779
normalized_modularity,0.0681119041372904,-5.812153502180078e-05,0.1496234104035521,-0.05231591421557782,0.2617157574376855,-0.08616125232567094,0.35347673328458373,-0.11145440098852968,0.4158852553691042,0.9996
normalized_avg_clust_coef,0.06693845077492873,-0.1524113557946572,0.2811355269510169,-0.37529623542549995,0.43469199262739877,-0.5031074888655858,0.5321759214782613,-0.5715287140665396,0.5830281945632448,0.0728
normalized_charpath,0.058636372193158044,0.0005473843401744543,0.11905802164575902,-0.049188529026979746,0.2012056403755352,-0.07893348817371655,0.27555906211855186,-0.09652117609579576,0.35749235943504015,0.8898
normalized_E_glob,-0.3295964338890707,-0.4340409553610055,-0.16641800698634376,-0.5255907164347675,0.03627531241743389,-0.5815588092011579,0.2377176897151794,-0.6254545303928364,0.34735919798676707,0.9126
small_worldness,0.016959005792470554,-0.08440587958929259,0.11246647535339466,-0.2063600070825082,0.18794012869544388,-0.3038797598155151,0.2274432941740724,-0.3461519148980277,0.25976904125607597,0.661
norm_clust_coef_L-BSTS,-0.29004190140707287,-0.34780475577204234,-0.16815747569218778,-0.40905944016816365,-0.05358620302897705,-0.4467591358897824,0.03837840275534898,-0.4695039972638937,0.12787117700761216,0.9682
norm_clust_coef_L-CACG,0.07895244891252973,0.017693856066432607,0.13880178627422565,-0.04953415203746397,0.19651624497718503,-0.09779515094626763,0.23400861508678786,-0.1269175072755783,0.25097636534575024,0.7636
norm_clust_coef_L-CMFG,-0.1799224255489087,-0.23798065594421575,-0.07885819229111389,-0.29385132454815205,0.04590460116078061,-0.32382475069229094,0.17378892719710867,-0.3511907716360713,0.240546068509496,0.1824
norm_clust_coef_L-CU,0.04675245167531929,-0.031172679009402755,0.11462140197751605,-0.10999700586267021,0.18015165433491484,-0.16434280596086057,0.219473724529301,-0.18628732596946004,0.2429242667457478,0.8786
norm_clust_coef_L-EC,0.14483040396808033,0.06531922859519912,0.1967117270038567,-0.05655301446549956,0.24112579194623046,-0.19775273891475464,0.2611943921381348,-0.26143581624334833,0.2697705344230205,0.725
norm_clust_coef_L-FG,0.05659191945585384,-0.07222064892809643,0.17269781142812568,-0.21487498778468297,0.25842392779710016,-0.30048265898721427,0.3132321983935822,-0.3441573775111815,0.3569155955035218,0.7354
norm_clust_coef_L-IPG,-0.05297296604144224,-0.16678092309228737,0.06727877248619857,-0.27024870395279205,0.17533717582435704,-0.34108991273415756,0.26754434472882854,-0.3749533980186106,0.32401145381261204,0.3426
norm_clust_coef_L-ITG,-0.15844524697173873,-0.2570874810330212,-0.02397088165401708,-0.3627494659541543,0.0784692310339902,-0.42254288958689534,0.15762774512223587,-0.45066160460345306,0.20399105863135203,0.9204
norm_clust_coef_L-ICG,-0.05893471119129709,-0.10802682186922269,0.008155051755112067,-0.15924494549740453,0.09742098824098665,-0.18340446724633133,0.1747870059822193,-0.20737768096371656,0.1999452265420142,0.6758
norm_clust_coef_L-LOG,0.17077236424633616,0.03803498639509886,0.26947643646500624,-0.10183910360429116,0.34821731314706916,-0.17539920374928927,0.4011372348426702,-0.23165268594503724,0.4388675090058075,0.7444
norm_clust_coef_L-LOFG,0.29123912113482603,0.1712936357413707,0.3670403196500506,0.028343519510904053,0.4291134366148548,-0.0682832631776639,0.4669523272806599,-0.1479479430796655,0.48459268960751445,0.8502
norm_clust_coef_L-LG,0.09480152563267696,0.001297135297123832,0.1665257752428354,-0.10545552507514004,0.22251954459313017,-0.18302050608442408,0.2620429157813625,-0.22715786135638097,0.28361068183264326,0.085
norm_clust_coef_L-MOFG,0.10599642587605497,0.025138217550919262,0.1680239892042028,-0.06796981704280003,0.21783266409296012,-0.12586238835175723,0.245861127362975,-0.15954974350628726,0.25675259384592275,0.6796
norm_clust_coef_L-MTG,-0.22909040010815884,-0.31071812864957776,-0.09716618300307771,-0.39747665670818016,0.005107091309636584,-0.44145978202331515,0.09300994854329557,-0.47261063524478336,0.15466663875956307,0.8416
norm_clust_coef_L-PHIG,0.13870907940992525,0.05771726075867894,0.19009239565970457,-0.03785764626409474,0.23510563749790817,-0.1237090862888518,0.26096072776391116,-0.1851936895370516,0.28437063174157173,0.096
norm_clust_coef_L-PaCG,-0.18203828832957203,-0.23938595258470505,-0.08653229032338453,-0.29361950125656167,0.04679733930316528,-0.330490024520823,0.1699474148497545,-0.34551591774845924,0.2442671209050486,0.1968
norm_clust_coef_L-POP,-0.29293940009904973,-0.352839206335381,-0.1658558452465438,-0.4114823337603681,-0.01612590684811321,-0.4364001915369239,0.13998326054402785,-0.46235573749396247,0.23178388752741474,0.7278
norm_clust_coef_L-POR,-0.010366893308928328,-0.10861237571431577,0.10279076003832656,-0.2066419005376665,0.19819960873497144,-0.27120461369834636,0.24685488589711452,-0.31994147802505907,0.28966762173184396,0.256
